session_id,user_id,session_date,session_duration_mins,device,plan
SESS004613,USR0253,2024-05-29,60,Mobile,Enterprise
SESS004614,USR0253,2024-05-05,28,Web,Enterprise
SESS004615,USR0253,2024-06-28,80,Web,Enterprise
SESS004616,USR0253,2024-06-24,54,Web,Enterprise
SESS004617,USR0253,2024-06-25,39,Web,Enterprise
SESS004618,USR0253,2024-06-03,47,Web,Enterprise
SESS004619,USR0253,2024-05-01,76,Mobile,Enterprise
SESS004620,USR0253,2024-06-04,80,Web,Enterprise
SESS004621,USR0253,2024-06-29,76,Web,Enterprise
SESS004622,USR0253,2024-04-27,54,Web,Enterprise
SESS004623,USR0254,2024-03-15,9,Web,Trial
SESS004624,USR0254,2024-03-29,8,Desktop App,Trial
SESS004625,USR0254,2024-03-07,20,Web,Trial
SESS004626,USR0255,2024-01-21,24,Mobile,Starter
SESS004627,USR0255,2024-01-17,17,Web,Starter
SESS004628,USR0255,2024-03-26,31,Web,Starter
SESS004629,USR0255,2024-01-27,24,Web,Starter
SESS004630,USR0255,2024-03-06,37,Mobile,Starter
SESS004631,USR0255,2024-02-13,16,Mobile,Starter
SESS004632,USR0255,2024-03-25,37,Web,Starter
SESS004633,USR0255,2024-02-16,20,Web,Starter
SESS004634,USR0255,2024-03-20,13,Mobile,Starter
SESS004635,USR0255,2024-02-24,22,Mobile,Starter
SESS004636,USR0255,2024-02-08,27,Web,Starter
SESS004637,USR0256,2024-05-08,44,Web,Enterprise
SESS004638,USR0256,2024-05-26,78,Web,Enterprise
SESS004639,USR0256,2024-05-17,23,Mobile,Enterprise
SESS004640,USR0256,2024-06-08,70,Desktop App,Enterprise
SESS004641,USR0256,2024-05-31,73,Web,Enterprise
SESS004642,USR0256,2024-06-07,81,Mobile,Enterprise
SESS004643,USR0256,2024-06-18,21,Web,Enterprise
SESS004644,USR0256,2024-05-31,79,Mobile,Enterprise
SESS004645,USR0256,2024-05-14,66,Mobile,Enterprise
SESS004646,USR0256,2024-05-10,80,Web,Enterprise
SESS004647,USR0256,2024-06-21,25,Web,Enterprise
SESS004648,USR0256,2024-05-07,89,Web,Enterprise
SESS004649,USR0256,2024-05-11,47,Desktop App,Enterprise
SESS004650,USR0256,2024-06-15,54,Mobile,Enterprise
SESS004651,USR0256,2024-06-02,78,Web,Enterprise
SESS004652,USR0256,2024-06-22,74,Mobile,Enterprise
SESS004653,USR0256,2024-06-20,36,Web,Enterprise
SESS004654,USR0256,2024-05-15,82,Web,Enterprise
SESS004655,USR0256,2024-05-27,55,Web,Enterprise
SESS004656,USR0256,2024-05-23,90,Mobile,Enterprise
SESS004657,USR0256,2024-05-31,70,Web,Enterprise
SESS004658,USR0256,2024-05-22,54,Desktop App,Enterprise
SESS004659,USR0256,2024-05-09,35,Mobile,Enterprise
SESS004660,USR0256,2024-06-14,34,Mobile,Enterprise
SESS004661,USR0256,2024-06-20,39,Mobile,Enterprise
SESS004662,USR0256,2024-05-15,75,Desktop App,Enterprise
SESS004663,USR0256,2024-05-25,88,Mobile,Enterprise
SESS004664,USR0256,2024-06-24,33,Mobile,Enterprise
SESS004665,USR0256,2024-06-09,24,Web,Enterprise
SESS004666,USR0256,2024-06-13,30,Web,Enterprise
SESS004667,USR0256,2024-06-15,39,Desktop App,Enterprise
SESS004668,USR0256,2024-05-13,74,Web,Enterprise
SESS004669,USR0256,2024-05-20,28,Web,Enterprise
SESS004670,USR0256,2024-06-01,55,Desktop App,Enterprise
SESS004671,USR0256,2024-05-08,55,Web,Enterprise
SESS004672,USR0256,2024-05-20,79,Web,Enterprise
SESS004673,USR0256,2024-05-16,68,Mobile,Enterprise
SESS004674,USR0256,2024-05-24,72,Web,Enterprise
SESS004675,USR0256,2024-06-05,21,Web,Enterprise
SESS004676,USR0256,2024-06-14,45,Web,Enterprise
SESS004677,USR0256,2024-06-05,72,Web,Enterprise
SESS004678,USR0256,2024-05-12,76,Desktop App,Enterprise
SESS004679,USR0256,2024-05-29,71,Web,Enterprise
SESS004680,USR0256,2024-05-30,48,Desktop App,Enterprise
SESS004681,USR0256,2024-06-10,57,Mobile,Enterprise
SESS004682,USR0256,2024-05-13,30,Web,Enterprise
SESS004683,USR0256,2024-06-10,32,Desktop App,Enterprise
SESS004684,USR0256,2024-05-21,52,Web,Enterprise
SESS004685,USR0256,2024-06-07,84,Web,Enterprise
SESS004686,USR0256,2024-06-21,90,Web,Enterprise
SESS004687,USR0256,2024-06-30,20,Desktop App,Enterprise
SESS004688,USR0256,2024-06-22,47,Mobile,Enterprise
SESS004689,USR0256,2024-06-01,62,Mobile,Enterprise
SESS004690,USR0256,2024-05-17,30,Web,Enterprise
SESS004691,USR0256,2024-05-27,46,Web,Enterprise
SESS004692,USR0257,2024-04-28,37,Web,Starter
SESS004693,USR0257,2024-05-08,31,Mobile,Starter
SESS004694,USR0257,2024-01-28,35,Desktop App,Starter
SESS004695,USR0257,2024-03-13,11,Mobile,Starter
SESS004696,USR0257,2024-06-21,28,Mobile,Starter
SESS004697,USR0257,2024-05-20,24,Mobile,Starter
SESS004698,USR0257,2024-05-01,35,Web,Starter
SESS004699,USR0257,2024-04-06,34,Mobile,Starter
SESS004700,USR0257,2024-04-11,33,Mobile,Starter
SESS004701,USR0257,2024-05-24,21,Web,Starter
SESS004702,USR0257,2024-04-10,16,Mobile,Starter
SESS004703,USR0257,2024-02-08,18,Web,Starter
SESS004704,USR0257,2024-05-24,33,Mobile,Starter
SESS004705,USR0258,2024-05-26,18,Web,Trial
SESS004706,USR0258,2024-05-03,18,Web,Trial
SESS004707,USR0259,2024-02-25,26,Desktop App,Growth
SESS004708,USR0259,2024-03-12,35,Mobile,Growth
SESS004709,USR0259,2024-03-07,43,Web,Growth
SESS004710,USR0259,2024-06-02,33,Web,Growth
SESS004711,USR0259,2024-06-16,30,Mobile,Growth
SESS004712,USR0259,2024-03-06,20,Mobile,Growth
SESS004713,USR0259,2024-02-10,16,Mobile,Growth
SESS004714,USR0259,2024-04-09,50,Desktop App,Growth
SESS004715,USR0259,2024-06-05,60,Mobile,Growth
SESS004716,USR0259,2024-05-31,55,Web,Growth
SESS004717,USR0259,2024-03-31,33,Desktop App,Growth
SESS004718,USR0259,2024-04-12,59,Web,Growth
SESS004719,USR0259,2024-05-17,41,Mobile,Growth
SESS004720,USR0259,2024-03-01,43,Desktop App,Growth
SESS004721,USR0259,2024-02-28,25,Web,Growth
SESS004722,USR0259,2024-05-25,34,Web,Growth
SESS004723,USR0259,2024-02-23,40,Web,Growth
SESS004724,USR0259,2024-05-12,25,Mobile,Growth
SESS004725,USR0259,2024-03-07,28,Desktop App,Growth
SESS004726,USR0259,2024-06-30,23,Web,Growth
SESS004727,USR0259,2024-05-26,30,Web,Growth
SESS004728,USR0259,2024-03-01,44,Web,Growth
SESS004729,USR0260,2024-04-18,19,Mobile,Growth
SESS004730,USR0260,2024-06-03,52,Web,Growth
SESS004731,USR0260,2024-04-13,20,Mobile,Growth
SESS004732,USR0260,2024-05-03,18,Mobile,Growth
SESS004733,USR0260,2024-06-10,52,Web,Growth
SESS004734,USR0260,2024-06-15,46,Mobile,Growth
SESS004735,USR0260,2024-04-19,58,Desktop App,Growth
SESS004736,USR0260,2024-05-29,42,Web,Growth
SESS004737,USR0260,2024-04-21,22,Web,Growth
SESS004738,USR0260,2024-06-25,56,Desktop App,Growth
SESS004739,USR0260,2024-05-16,55,Web,Growth
SESS004740,USR0260,2024-04-27,25,Mobile,Growth
SESS004741,USR0260,2024-05-18,26,Web,Growth
SESS004742,USR0260,2024-04-17,57,Web,Growth
SESS004743,USR0260,2024-04-12,17,Web,Growth
SESS004744,USR0260,2024-05-17,44,Desktop App,Growth
SESS004745,USR0260,2024-06-26,25,Web,Growth
SESS004746,USR0260,2024-04-16,58,Desktop App,Growth
SESS004747,USR0260,2024-05-01,30,Mobile,Growth
SESS004748,USR0260,2024-04-15,24,Web,Growth
SESS004749,USR0260,2024-04-25,38,Desktop App,Growth
SESS004750,USR0260,2024-06-15,50,Web,Growth
SESS004751,USR0260,2024-04-28,23,Web,Growth
SESS004752,USR0260,2024-04-14,21,Desktop App,Growth
SESS004753,USR0260,2024-04-26,55,Web,Growth
SESS004754,USR0260,2024-06-15,15,Web,Growth
SESS004755,USR0260,2024-06-15,37,Mobile,Growth
SESS004756,USR0261,2024-07-05,37,Desktop App,Growth
SESS004757,USR0261,2024-06-29,58,Desktop App,Growth
SESS004758,USR0261,2024-07-06,58,Desktop App,Growth
SESS004759,USR0261,2024-07-08,25,Mobile,Growth
SESS004760,USR0261,2024-07-01,24,Web,Growth
SESS004761,USR0261,2024-06-27,45,Web,Growth
SESS004762,USR0261,2024-06-23,60,Mobile,Growth
SESS004763,USR0261,2024-06-27,37,Web,Growth
SESS004764,USR0261,2024-06-25,31,Web,Growth
SESS004765,USR0261,2024-07-02,54,Mobile,Growth
SESS004766,USR0261,2024-06-25,60,Desktop App,Growth
SESS004767,USR0261,2024-06-27,31,Desktop App,Growth
SESS004768,USR0261,2024-07-05,54,Web,Growth
SESS004769,USR0261,2024-06-29,29,Mobile,Growth
SESS004770,USR0261,2024-06-29,47,Mobile,Growth
SESS004771,USR0261,2024-06-23,53,Web,Growth
SESS004772,USR0261,2024-06-28,53,Desktop App,Growth
SESS004773,USR0261,2024-06-27,52,Mobile,Growth
SESS004774,USR0261,2024-06-26,23,Mobile,Growth
SESS004775,USR0261,2024-07-01,55,Web,Growth
SESS004776,USR0261,2024-07-07,39,Mobile,Growth
SESS004777,USR0261,2024-06-30,44,Web,Growth
SESS004778,USR0261,2024-07-08,42,Web,Growth
SESS004779,USR0261,2024-06-27,43,Web,Growth
SESS004780,USR0261,2024-06-24,60,Desktop App,Growth
SESS004781,USR0261,2024-06-29,47,Web,Growth
SESS004782,USR0261,2024-06-25,34,Web,Growth
SESS004783,USR0261,2024-07-08,52,Mobile,Growth
SESS004784,USR0261,2024-07-05,38,Mobile,Growth
SESS004785,USR0261,2024-07-06,18,Web,Growth
SESS004786,USR0261,2024-07-03,25,Web,Growth
SESS004787,USR0261,2024-06-28,30,Web,Growth
SESS004788,USR0261,2024-07-04,27,Mobile,Growth
SESS004789,USR0262,2024-06-21,27,Web,Starter
SESS004790,USR0262,2024-05-06,26,Desktop App,Starter
SESS004791,USR0262,2024-02-27,29,Mobile,Starter
SESS004792,USR0262,2024-06-30,23,Web,Starter
SESS004793,USR0262,2024-03-22,21,Web,Starter
SESS004794,USR0263,2024-07-08,60,Mobile,Enterprise
SESS004795,USR0263,2024-07-07,48,Web,Enterprise
SESS004796,USR0263,2024-07-16,48,Mobile,Enterprise
SESS004797,USR0263,2024-07-15,77,Web,Enterprise
SESS004798,USR0263,2024-07-16,82,Web,Enterprise
SESS004799,USR0263,2024-07-13,39,Web,Enterprise
SESS004800,USR0263,2024-07-19,34,Web,Enterprise
SESS004801,USR0263,2024-07-12,74,Web,Enterprise
SESS004802,USR0263,2024-06-30,30,Mobile,Enterprise
SESS004803,USR0263,2024-07-01,23,Web,Enterprise
SESS004804,USR0263,2024-07-07,43,Mobile,Enterprise
SESS004805,USR0263,2024-07-16,82,Web,Enterprise
SESS004806,USR0263,2024-07-12,48,Mobile,Enterprise
SESS004807,USR0263,2024-07-14,74,Web,Enterprise
SESS004808,USR0263,2024-07-11,40,Web,Enterprise
SESS004809,USR0263,2024-07-17,45,Web,Enterprise
SESS004810,USR0263,2024-06-30,64,Web,Enterprise
SESS004811,USR0263,2024-07-16,88,Web,Enterprise
SESS004812,USR0263,2024-07-02,20,Mobile,Enterprise
SESS004813,USR0263,2024-07-06,40,Web,Enterprise
SESS004814,USR0263,2024-07-17,90,Web,Enterprise
SESS004815,USR0263,2024-07-12,26,Web,Enterprise
SESS004816,USR0263,2024-07-12,81,Mobile,Enterprise
SESS004817,USR0263,2024-07-05,27,Web,Enterprise
SESS004818,USR0263,2024-07-05,89,Web,Enterprise
SESS004819,USR0263,2024-06-29,48,Web,Enterprise
SESS004820,USR0263,2024-07-12,57,Desktop App,Enterprise
SESS004821,USR0264,2024-05-28,18,Web,Starter
SESS004822,USR0264,2024-06-11,30,Web,Starter
SESS004823,USR0264,2024-04-03,15,Mobile,Starter
SESS004824,USR0264,2024-05-22,30,Desktop App,Starter
SESS004825,USR0264,2024-06-17,26,Web,Starter
SESS004826,USR0265,2024-06-02,43,Desktop App,Growth
SESS004827,USR0265,2024-04-14,52,Web,Growth
SESS004828,USR0265,2024-03-23,45,Mobile,Growth
SESS004829,USR0265,2024-06-07,44,Mobile,Growth
SESS004830,USR0265,2024-06-26,31,Desktop App,Growth
SESS004831,USR0265,2024-05-27,36,Web,Growth
SESS004832,USR0265,2024-04-09,40,Mobile,Growth
SESS004833,USR0265,2024-03-28,16,Web,Growth
SESS004834,USR0265,2024-02-24,44,Desktop App,Growth
SESS004835,USR0265,2024-03-27,20,Web,Growth
SESS004836,USR0265,2024-03-20,40,Desktop App,Growth
SESS004837,USR0265,2024-02-20,49,Web,Growth
SESS004838,USR0265,2024-04-11,26,Web,Growth
SESS004839,USR0265,2024-06-26,46,Web,Growth
SESS004840,USR0265,2024-06-08,31,Web,Growth
SESS004841,USR0265,2024-02-22,21,Web,Growth
SESS004842,USR0266,2024-04-11,82,Mobile,Enterprise
SESS004843,USR0266,2024-06-29,83,Web,Enterprise
SESS004844,USR0266,2024-04-27,71,Desktop App,Enterprise
SESS004845,USR0266,2024-06-04,88,Web,Enterprise
SESS004846,USR0266,2024-05-28,21,Mobile,Enterprise
SESS004847,USR0266,2024-06-18,56,Web,Enterprise
SESS004848,USR0266,2024-05-08,86,Web,Enterprise
SESS004849,USR0266,2024-03-20,36,Mobile,Enterprise
SESS004850,USR0266,2024-06-24,31,Desktop App,Enterprise
SESS004851,USR0266,2024-06-18,48,Web,Enterprise
SESS004852,USR0266,2024-06-29,63,Web,Enterprise
SESS004853,USR0266,2024-06-14,89,Desktop App,Enterprise
SESS004854,USR0266,2024-04-20,74,Web,Enterprise
SESS004855,USR0266,2024-05-08,89,Desktop App,Enterprise
SESS004856,USR0266,2024-03-21,38,Mobile,Enterprise
SESS004857,USR0266,2024-05-06,49,Desktop App,Enterprise
SESS004858,USR0266,2024-05-19,86,Mobile,Enterprise
SESS004859,USR0266,2024-06-15,56,Mobile,Enterprise
SESS004860,USR0266,2024-04-07,26,Web,Enterprise
SESS004861,USR0266,2024-04-08,56,Mobile,Enterprise
SESS004862,USR0266,2024-06-07,69,Web,Enterprise
SESS004863,USR0266,2024-05-14,64,Web,Enterprise
SESS004864,USR0266,2024-04-11,33,Mobile,Enterprise
SESS004865,USR0266,2024-05-12,77,Web,Enterprise
SESS004866,USR0266,2024-04-10,65,Web,Enterprise
SESS004867,USR0266,2024-04-19,30,Desktop App,Enterprise
SESS004868,USR0266,2024-04-30,53,Web,Enterprise
SESS004869,USR0266,2024-04-02,51,Mobile,Enterprise
SESS004870,USR0266,2024-03-24,28,Mobile,Enterprise
SESS004871,USR0266,2024-05-04,65,Web,Enterprise
SESS004872,USR0266,2024-04-29,31,Mobile,Enterprise
SESS004873,USR0266,2024-05-07,85,Web,Enterprise
SESS004874,USR0266,2024-04-06,43,Web,Enterprise
SESS004875,USR0266,2024-03-22,66,Mobile,Enterprise
SESS004876,USR0266,2024-05-10,35,Web,Enterprise
SESS004877,USR0266,2024-04-02,89,Web,Enterprise
SESS004878,USR0266,2024-06-22,58,Web,Enterprise
SESS004879,USR0266,2024-06-01,22,Web,Enterprise
SESS004880,USR0266,2024-05-10,47,Desktop App,Enterprise
SESS004881,USR0266,2024-05-20,65,Web,Enterprise
SESS004882,USR0266,2024-03-27,65,Web,Enterprise
SESS004883,USR0266,2024-03-18,64,Web,Enterprise
SESS004884,USR0267,2024-06-06,23,Mobile,Starter
SESS004885,USR0267,2024-05-31,23,Web,Starter
SESS004886,USR0267,2024-04-22,14,Web,Starter
SESS004887,USR0267,2024-05-30,45,Mobile,Starter
SESS004888,USR0267,2024-06-04,12,Web,Starter
SESS004889,USR0267,2024-02-16,13,Mobile,Starter
SESS004890,USR0267,2024-04-16,30,Web,Starter
SESS004891,USR0267,2024-03-07,20,Web,Starter
SESS004892,USR0267,2024-05-19,39,Web,Starter
SESS004893,USR0267,2024-01-15,32,Web,Starter
SESS004894,USR0267,2024-01-13,14,Web,Starter
SESS004895,USR0267,2024-01-28,25,Web,Starter
SESS004896,USR0267,2024-05-07,34,Web,Starter
SESS004897,USR0267,2024-02-08,29,Mobile,Starter
SESS004898,USR0267,2024-05-13,25,Mobile,Starter
SESS004899,USR0267,2024-06-14,24,Mobile,Starter
SESS004900,USR0267,2024-03-27,37,Web,Starter
SESS004901,USR0267,2024-03-16,42,Web,Starter
SESS004902,USR0268,2024-01-15,12,Mobile,Starter
SESS004903,USR0268,2024-01-14,39,Mobile,Starter
SESS004904,USR0268,2024-02-20,45,Web,Starter
SESS004905,USR0268,2024-01-28,27,Web,Starter
SESS004906,USR0268,2024-01-17,45,Desktop App,Starter
SESS004907,USR0268,2024-02-15,42,Web,Starter
SESS004908,USR0268,2024-01-20,24,Web,Starter
SESS004909,USR0268,2024-02-17,19,Mobile,Starter
SESS004910,USR0268,2024-02-11,17,Desktop App,Starter
SESS004911,USR0268,2024-02-13,27,Web,Starter
SESS004912,USR0268,2024-01-11,43,Web,Starter
SESS004913,USR0268,2024-01-28,39,Desktop App,Starter
SESS004914,USR0268,2024-01-21,32,Web,Starter
SESS004915,USR0269,2024-04-12,12,Web,Trial
SESS004916,USR0269,2024-06-29,23,Mobile,Trial
SESS004917,USR0269,2024-05-16,16,Web,Trial
SESS004918,USR0270,2024-06-22,22,Mobile,Trial
SESS004919,USR0270,2024-06-14,16,Mobile,Trial
SESS004920,USR0270,2024-06-06,19,Web,Trial
SESS004921,USR0271,2024-03-14,80,Web,Enterprise
SESS004922,USR0271,2024-03-22,57,Web,Enterprise
SESS004923,USR0271,2024-04-05,67,Desktop App,Enterprise
SESS004924,USR0271,2024-04-05,83,Desktop App,Enterprise
SESS004925,USR0271,2024-04-15,73,Desktop App,Enterprise
SESS004926,USR0271,2024-03-30,24,Web,Enterprise
SESS004927,USR0271,2024-03-30,36,Web,Enterprise
SESS004928,USR0271,2024-04-24,82,Desktop App,Enterprise
SESS004929,USR0271,2024-03-10,47,Web,Enterprise
SESS004930,USR0271,2024-04-10,64,Web,Enterprise
SESS004931,USR0271,2024-03-26,50,Mobile,Enterprise
SESS004932,USR0271,2024-04-04,86,Web,Enterprise
SESS004933,USR0271,2024-03-10,43,Web,Enterprise
SESS004934,USR0271,2024-03-13,71,Mobile,Enterprise
SESS004935,USR0271,2024-03-31,23,Desktop App,Enterprise
SESS004936,USR0271,2024-03-28,37,Web,Enterprise
SESS004937,USR0271,2024-04-22,55,Mobile,Enterprise
SESS004938,USR0271,2024-03-31,73,Web,Enterprise
SESS004939,USR0271,2024-04-06,47,Desktop App,Enterprise
SESS004940,USR0271,2024-04-07,53,Web,Enterprise
SESS004941,USR0271,2024-03-21,48,Web,Enterprise
SESS004942,USR0271,2024-03-31,48,Web,Enterprise
SESS004943,USR0271,2024-03-13,87,Web,Enterprise
SESS004944,USR0271,2024-03-13,79,Desktop App,Enterprise
SESS004945,USR0271,2024-04-10,40,Web,Enterprise
SESS004946,USR0271,2024-03-10,81,Web,Enterprise
SESS004947,USR0271,2024-04-07,49,Web,Enterprise
SESS004948,USR0271,2024-03-16,21,Mobile,Enterprise
SESS004949,USR0271,2024-03-09,55,Mobile,Enterprise
SESS004950,USR0271,2024-04-05,23,Desktop App,Enterprise
SESS004951,USR0271,2024-03-28,39,Web,Enterprise
SESS004952,USR0271,2024-03-17,70,Web,Enterprise
SESS004953,USR0271,2024-04-20,84,Web,Enterprise
SESS004954,USR0271,2024-04-22,42,Web,Enterprise
SESS004955,USR0271,2024-04-22,23,Desktop App,Enterprise
SESS004956,USR0271,2024-03-09,82,Web,Enterprise
SESS004957,USR0271,2024-04-11,88,Web,Enterprise
SESS004958,USR0271,2024-04-24,48,Mobile,Enterprise
SESS004959,USR0271,2024-04-22,88,Mobile,Enterprise
SESS004960,USR0271,2024-04-15,50,Mobile,Enterprise
SESS004961,USR0271,2024-04-23,65,Mobile,Enterprise
SESS004962,USR0271,2024-04-22,83,Web,Enterprise
SESS004963,USR0271,2024-03-08,32,Web,Enterprise
SESS004964,USR0271,2024-03-20,37,Desktop App,Enterprise
SESS004965,USR0271,2024-04-05,45,Mobile,Enterprise
SESS004966,USR0271,2024-04-18,69,Web,Enterprise
SESS004967,USR0271,2024-03-17,76,Web,Enterprise
SESS004968,USR0271,2024-04-20,37,Web,Enterprise
SESS004969,USR0272,2024-04-10,30,Web,Starter
SESS004970,USR0272,2024-02-06,14,Web,Starter
SESS004971,USR0272,2024-04-08,39,Web,Starter
SESS004972,USR0272,2024-05-21,16,Web,Starter
SESS004973,USR0272,2024-01-12,17,Web,Starter
SESS004974,USR0272,2024-03-20,20,Web,Starter
SESS004975,USR0272,2024-01-25,41,Mobile,Starter
SESS004976,USR0272,2024-05-27,35,Mobile,Starter
SESS004977,USR0272,2024-01-31,28,Desktop App,Starter
SESS004978,USR0272,2024-02-07,43,Web,Starter
SESS004979,USR0272,2024-04-02,17,Web,Starter
SESS004980,USR0272,2024-02-17,29,Web,Starter
SESS004981,USR0272,2024-05-06,25,Mobile,Starter
SESS004982,USR0272,2024-04-03,29,Desktop App,Starter
SESS004983,USR0272,2024-02-29,19,Mobile,Starter
SESS004984,USR0272,2024-03-07,26,Web,Starter
SESS004985,USR0272,2024-05-08,32,Web,Starter
SESS004986,USR0272,2024-03-03,42,Mobile,Starter
SESS004987,USR0273,2024-04-11,71,Web,Enterprise
SESS004988,USR0273,2024-06-04,69,Web,Enterprise
SESS004989,USR0273,2024-06-18,87,Web,Enterprise
SESS004990,USR0273,2024-03-24,76,Web,Enterprise
SESS004991,USR0273,2024-04-26,48,Desktop App,Enterprise
SESS004992,USR0273,2024-03-28,47,Mobile,Enterprise
SESS004993,USR0273,2024-05-20,42,Mobile,Enterprise
SESS004994,USR0273,2024-03-07,80,Web,Enterprise
SESS004995,USR0273,2024-06-10,22,Web,Enterprise
SESS004996,USR0273,2024-05-02,73,Web,Enterprise
SESS004997,USR0273,2024-05-09,41,Web,Enterprise
SESS004998,USR0273,2024-03-26,20,Web,Enterprise
SESS004999,USR0273,2024-04-05,28,Mobile,Enterprise
SESS005000,USR0273,2024-05-04,45,Mobile,Enterprise
SESS005001,USR0273,2024-05-11,34,Web,Enterprise
SESS005002,USR0273,2024-06-07,75,Web,Enterprise
SESS005003,USR0273,2024-04-26,74,Web,Enterprise
SESS005004,USR0273,2024-06-23,50,Web,Enterprise
SESS005005,USR0273,2024-03-12,62,Web,Enterprise
SESS005006,USR0273,2024-05-10,33,Desktop App,Enterprise
SESS005007,USR0273,2024-04-26,73,Web,Enterprise
SESS005008,USR0273,2024-04-11,88,Desktop App,Enterprise
SESS005009,USR0273,2024-03-08,50,Desktop App,Enterprise
SESS005010,USR0273,2024-06-14,32,Web,Enterprise
SESS005011,USR0273,2024-03-06,41,Mobile,Enterprise
SESS005012,USR0273,2024-04-19,65,Web,Enterprise
SESS005013,USR0273,2024-04-25,58,Web,Enterprise
SESS005014,USR0273,2024-06-15,22,Desktop App,Enterprise
SESS005015,USR0273,2024-03-19,72,Mobile,Enterprise
SESS005016,USR0273,2024-04-15,41,Web,Enterprise
SESS005017,USR0273,2024-03-12,55,Web,Enterprise
SESS005018,USR0273,2024-06-14,66,Mobile,Enterprise
SESS005019,USR0273,2024-06-20,53,Desktop App,Enterprise
SESS005020,USR0273,2024-05-28,89,Web,Enterprise
SESS005021,USR0273,2024-03-09,61,Mobile,Enterprise
SESS005022,USR0273,2024-06-21,36,Web,Enterprise
SESS005023,USR0273,2024-04-04,27,Mobile,Enterprise
SESS005024,USR0273,2024-03-12,72,Web,Enterprise
SESS005025,USR0273,2024-05-25,59,Web,Enterprise
SESS005026,USR0273,2024-03-14,87,Mobile,Enterprise
SESS005027,USR0273,2024-06-26,79,Web,Enterprise
SESS005028,USR0273,2024-06-03,78,Web,Enterprise
SESS005029,USR0273,2024-03-18,86,Web,Enterprise
SESS005030,USR0273,2024-06-28,37,Web,Enterprise
SESS005031,USR0273,2024-05-17,33,Web,Enterprise
SESS005032,USR0273,2024-03-12,85,Web,Enterprise
SESS005033,USR0273,2024-06-07,31,Desktop App,Enterprise
SESS005034,USR0274,2024-06-12,53,Mobile,Growth
SESS005035,USR0274,2024-06-08,39,Web,Growth
SESS005036,USR0274,2024-05-16,49,Mobile,Growth
SESS005037,USR0274,2024-06-10,33,Web,Growth
SESS005038,USR0274,2024-05-08,22,Web,Growth
SESS005039,USR0274,2024-06-03,40,Web,Growth
SESS005040,USR0274,2024-05-25,48,Desktop App,Growth
SESS005041,USR0274,2024-04-28,46,Desktop App,Growth
SESS005042,USR0274,2024-06-01,18,Web,Growth
SESS005043,USR0274,2024-06-24,23,Web,Growth
SESS005044,USR0274,2024-06-26,20,Mobile,Growth
SESS005045,USR0275,2024-06-22,56,Mobile,Enterprise
SESS005046,USR0275,2024-06-22,75,Web,Enterprise
SESS005047,USR0275,2024-06-24,79,Web,Enterprise
SESS005048,USR0275,2024-06-24,26,Web,Enterprise
SESS005049,USR0275,2024-06-22,35,Web,Enterprise
SESS005050,USR0275,2024-06-27,66,Desktop App,Enterprise
SESS005051,USR0275,2024-06-30,81,Web,Enterprise
SESS005052,USR0275,2024-06-25,30,Mobile,Enterprise
SESS005053,USR0275,2024-06-27,73,Desktop App,Enterprise
SESS005054,USR0275,2024-06-28,86,Mobile,Enterprise
SESS005055,USR0275,2024-06-26,29,Mobile,Enterprise
SESS005056,USR0275,2024-06-23,85,Mobile,Enterprise
SESS005057,USR0275,2024-06-26,60,Mobile,Enterprise
SESS005058,USR0275,2024-06-24,80,Mobile,Enterprise
SESS005059,USR0275,2024-06-24,68,Web,Enterprise
SESS005060,USR0275,2024-06-25,42,Mobile,Enterprise
SESS005061,USR0275,2024-06-29,80,Desktop App,Enterprise
SESS005062,USR0275,2024-06-29,63,Desktop App,Enterprise
SESS005063,USR0275,2024-06-27,48,Web,Enterprise
SESS005064,USR0275,2024-06-24,47,Mobile,Enterprise
SESS005065,USR0275,2024-06-22,71,Desktop App,Enterprise
SESS005066,USR0275,2024-06-24,22,Web,Enterprise
SESS005067,USR0275,2024-06-30,49,Mobile,Enterprise
SESS005068,USR0276,2024-06-27,59,Mobile,Enterprise
SESS005069,USR0276,2024-03-11,59,Desktop App,Enterprise
SESS005070,USR0276,2024-04-09,52,Web,Enterprise
SESS005071,USR0276,2024-05-03,28,Desktop App,Enterprise
SESS005072,USR0276,2024-04-03,46,Desktop App,Enterprise
SESS005073,USR0276,2024-05-06,59,Desktop App,Enterprise
SESS005074,USR0276,2024-04-17,53,Mobile,Enterprise
SESS005075,USR0276,2024-06-23,32,Mobile,Enterprise
SESS005076,USR0276,2024-05-28,81,Mobile,Enterprise
SESS005077,USR0276,2024-06-19,37,Mobile,Enterprise
SESS005078,USR0276,2024-03-29,68,Desktop App,Enterprise
SESS005079,USR0276,2024-04-23,81,Mobile,Enterprise
SESS005080,USR0276,2024-04-17,83,Web,Enterprise
SESS005081,USR0276,2024-04-17,26,Mobile,Enterprise
SESS005082,USR0276,2024-04-04,24,Web,Enterprise
SESS005083,USR0276,2024-04-01,56,Web,Enterprise
SESS005084,USR0276,2024-06-08,87,Mobile,Enterprise
SESS005085,USR0276,2024-03-17,74,Web,Enterprise
SESS005086,USR0276,2024-05-25,74,Web,Enterprise
SESS005087,USR0276,2024-04-06,68,Mobile,Enterprise
SESS005088,USR0276,2024-04-12,28,Web,Enterprise
SESS005089,USR0276,2024-06-25,44,Mobile,Enterprise
SESS005090,USR0276,2024-03-12,63,Web,Enterprise
