usage_id,user_id,feature_name,usage_date,usage_count,plan
FU005022,USR0321,Task Management,2024-06-22,10,Growth
FU005023,USR0321,Team Chat,2024-06-29,4,Growth
FU005024,USR0321,Team Chat,2024-06-17,9,Growth
FU005025,USR0321,Team Chat,2024-06-29,1,Growth
FU005026,USR0321,Team Chat,2024-06-18,2,Growth
FU005027,USR0321,File Sharing,2024-06-17,9,Growth
FU005028,USR0321,File Sharing,2024-06-16,9,Growth
FU005029,USR0321,File Sharing,2024-06-21,11,Growth
FU005030,USR0321,File Sharing,2024-06-28,13,Growth
FU005031,USR0321,Time Tracking,2024-06-14,8,Growth
FU005032,USR0321,Time Tracking,2024-06-18,7,Growth
FU005033,USR0321,Time Tracking,2024-06-18,14,Growth
FU005034,USR0321,Reporting & Analytics,2024-06-29,12,Growth
FU005035,USR0321,Integrations,2024-06-20,1,Growth
FU005036,USR0321,Calendar View,2024-06-24,6,Growth
FU005037,USR0321,Calendar View,2024-06-27,4,Growth
FU005038,USR0321,Calendar View,2024-06-30,2,Growth
FU005039,USR0321,Kanban Board,2024-06-23,11,Growth
FU005040,USR0321,Kanban Board,2024-06-19,4,Growth
FU005041,USR0321,Kanban Board,2024-06-23,14,Growth
FU005042,USR0322,Task Management,2024-04-21,9,Starter
FU005043,USR0322,Task Management,2024-03-14,9,Starter
FU005044,USR0322,Task Management,2024-05-08,7,Starter
FU005045,USR0322,Team Chat,2024-05-30,5,Starter
FU005046,USR0322,Team Chat,2024-05-14,14,Starter
FU005047,USR0322,Team Chat,2024-04-25,2,Starter
FU005048,USR0322,Team Chat,2024-03-07,1,Starter
FU005049,USR0322,Team Chat,2024-06-29,4,Starter
FU005050,USR0322,Calendar View,2024-03-12,13,Starter
FU005051,USR0322,Calendar View,2024-05-02,2,Starter
FU005052,USR0322,Calendar View,2024-03-25,13,Starter
FU005053,USR0322,Kanban Board,2024-06-29,10,Starter
FU005054,USR0322,Kanban Board,2024-03-24,10,Starter
FU005055,USR0322,Kanban Board,2024-05-13,13,Starter
FU005056,USR0322,Kanban Board,2024-03-16,13,Starter
FU005057,USR0322,Kanban Board,2024-05-19,8,Starter
FU005058,USR0323,Task Management,2024-03-29,5,Starter
FU005059,USR0323,Task Management,2024-06-23,7,Starter
FU005060,USR0323,Team Chat,2024-04-01,2,Starter
FU005061,USR0323,Team Chat,2024-06-19,5,Starter
FU005062,USR0323,Team Chat,2024-05-20,1,Starter
FU005063,USR0323,Team Chat,2024-05-10,1,Starter
FU005064,USR0323,Team Chat,2024-06-04,3,Starter
FU005065,USR0323,File Sharing,2024-04-07,15,Starter
FU005066,USR0323,File Sharing,2024-05-08,1,Starter
FU005067,USR0323,Time Tracking,2024-05-04,4,Starter
FU005068,USR0323,Time Tracking,2024-05-09,11,Starter
FU005069,USR0323,Time Tracking,2024-04-13,4,Starter
FU005070,USR0323,Time Tracking,2024-06-22,12,Starter
FU005071,USR0323,Kanban Board,2024-06-18,14,Starter
FU005072,USR0323,Kanban Board,2024-04-03,3,Starter
FU005073,USR0323,Kanban Board,2024-03-29,10,Starter
FU005074,USR0323,Kanban Board,2024-04-06,10,Starter
FU005075,USR0323,Kanban Board,2024-05-27,7,Starter
FU005076,USR0324,Task Management,2024-05-18,8,Starter
FU005077,USR0324,Task Management,2024-05-28,7,Starter
FU005078,USR0324,Task Management,2024-06-09,13,Starter
FU005079,USR0324,Task Management,2024-05-31,8,Starter
FU005080,USR0324,Task Management,2024-06-08,11,Starter
FU005081,USR0324,Calendar View,2024-06-03,12,Starter
FU005082,USR0324,Calendar View,2024-05-15,13,Starter
FU005083,USR0324,Kanban Board,2024-06-04,5,Starter
FU005084,USR0325,Task Management,2024-06-25,2,Enterprise
FU005085,USR0325,Task Management,2024-03-30,1,Enterprise
FU005086,USR0325,Task Management,2024-06-12,10,Enterprise
FU005087,USR0325,Task Management,2024-06-21,3,Enterprise
FU005088,USR0325,Team Chat,2024-06-09,12,Enterprise
FU005089,USR0325,Team Chat,2024-06-06,6,Enterprise
FU005090,USR0325,Team Chat,2024-05-16,14,Enterprise
FU005091,USR0325,Team Chat,2024-05-01,11,Enterprise
FU005092,USR0325,File Sharing,2024-06-09,5,Enterprise
FU005093,USR0325,File Sharing,2024-04-10,14,Enterprise
FU005094,USR0325,Time Tracking,2024-04-14,10,Enterprise
FU005095,USR0325,Time Tracking,2024-05-10,13,Enterprise
FU005096,USR0325,Integrations,2024-06-24,13,Enterprise
FU005097,USR0325,Integrations,2024-04-09,10,Enterprise
FU005098,USR0325,Integrations,2024-03-15,1,Enterprise
FU005099,USR0325,Integrations,2024-03-21,15,Enterprise
FU005100,USR0325,Integrations,2024-04-08,3,Enterprise
FU005101,USR0325,Calendar View,2024-05-14,4,Enterprise
FU005102,USR0325,Calendar View,2024-03-13,14,Enterprise
FU005103,USR0325,Calendar View,2024-05-19,9,Enterprise
FU005104,USR0325,Calendar View,2024-03-26,13,Enterprise
FU005105,USR0325,Kanban Board,2024-04-04,1,Enterprise
FU005106,USR0325,Kanban Board,2024-04-11,12,Enterprise
FU005107,USR0326,Task Management,2024-06-24,14,Starter
FU005108,USR0326,Team Chat,2024-04-11,6,Starter
FU005109,USR0326,Team Chat,2024-06-24,10,Starter
FU005110,USR0326,File Sharing,2024-05-29,8,Starter
FU005111,USR0326,File Sharing,2024-04-24,6,Starter
FU005112,USR0326,File Sharing,2024-03-23,2,Starter
FU005113,USR0326,File Sharing,2024-06-08,6,Starter
FU005114,USR0326,File Sharing,2024-06-21,2,Starter
FU005115,USR0326,Calendar View,2024-06-24,14,Starter
FU005116,USR0326,Calendar View,2024-06-04,14,Starter
FU005117,USR0326,Calendar View,2024-03-31,7,Starter
FU005118,USR0326,Calendar View,2024-06-10,15,Starter
FU005119,USR0326,Kanban Board,2024-06-30,14,Starter
FU005120,USR0326,Kanban Board,2024-03-13,8,Starter
FU005121,USR0327,Task Management,2024-04-10,14,Starter
FU005122,USR0327,Task Management,2024-04-20,12,Starter
FU005123,USR0327,Task Management,2024-06-02,4,Starter
FU005124,USR0327,Task Management,2024-04-12,6,Starter
FU005125,USR0327,Task Management,2024-05-09,13,Starter
FU005126,USR0327,Team Chat,2024-06-28,9,Starter
FU005127,USR0327,Team Chat,2024-05-08,7,Starter
FU005128,USR0327,File Sharing,2024-05-24,14,Starter
FU005129,USR0327,File Sharing,2024-04-13,7,Starter
FU005130,USR0327,File Sharing,2024-05-27,11,Starter
FU005131,USR0327,File Sharing,2024-05-12,8,Starter
FU005132,USR0327,File Sharing,2024-05-08,1,Starter
FU005133,USR0327,Time Tracking,2024-06-16,6,Starter
FU005134,USR0327,Time Tracking,2024-04-28,9,Starter
FU005135,USR0327,Reporting & Analytics,2024-05-25,7,Starter
FU005136,USR0327,Reporting & Analytics,2024-06-01,15,Starter
FU005137,USR0327,Reporting & Analytics,2024-06-05,5,Starter
FU005138,USR0327,Reporting & Analytics,2024-05-28,14,Starter
FU005139,USR0327,Reporting & Analytics,2024-05-11,10,Starter
FU005140,USR0327,Kanban Board,2024-04-23,10,Starter
FU005141,USR0327,Kanban Board,2024-06-08,11,Starter
FU005142,USR0327,Kanban Board,2024-06-05,8,Starter
FU005143,USR0327,Kanban Board,2024-05-29,1,Starter
FU005144,USR0327,Kanban Board,2024-06-20,7,Starter
FU005145,USR0328,Task Management,2024-05-17,11,Growth
FU005146,USR0328,Task Management,2024-04-28,6,Growth
FU005147,USR0328,Task Management,2024-06-10,13,Growth
FU005148,USR0328,Task Management,2024-06-19,12,Growth
FU005149,USR0328,Task Management,2024-05-14,7,Growth
FU005150,USR0328,Team Chat,2024-04-21,3,Growth
FU005151,USR0328,Team Chat,2024-05-21,11,Growth
FU005152,USR0328,Team Chat,2024-05-13,1,Growth
FU005153,USR0328,Team Chat,2024-05-22,12,Growth
FU005154,USR0328,Team Chat,2024-06-12,2,Growth
FU005155,USR0328,Reporting & Analytics,2024-06-05,8,Growth
FU005156,USR0328,Integrations,2024-06-06,5,Growth
FU005157,USR0328,Integrations,2024-05-05,14,Growth
FU005158,USR0328,Integrations,2024-06-21,15,Growth
FU005159,USR0328,Calendar View,2024-05-22,1,Growth
FU005160,USR0328,Calendar View,2024-05-14,8,Growth
FU005161,USR0328,Calendar View,2024-06-08,13,Growth
FU005162,USR0329,Task Management,2024-06-19,9,Enterprise
FU005163,USR0329,Task Management,2024-06-13,5,Enterprise
FU005164,USR0329,Task Management,2024-06-23,7,Enterprise
FU005165,USR0329,Task Management,2024-06-17,4,Enterprise
FU005166,USR0329,Team Chat,2024-06-18,10,Enterprise
FU005167,USR0329,Team Chat,2024-06-15,1,Enterprise
FU005168,USR0329,Team Chat,2024-06-26,5,Enterprise
FU005169,USR0329,Team Chat,2024-06-16,14,Enterprise
FU005170,USR0329,File Sharing,2024-06-20,2,Enterprise
FU005171,USR0329,File Sharing,2024-06-13,3,Enterprise
FU005172,USR0329,File Sharing,2024-06-13,14,Enterprise
FU005173,USR0329,File Sharing,2024-06-25,3,Enterprise
FU005174,USR0329,Time Tracking,2024-06-23,9,Enterprise
FU005175,USR0329,Reporting & Analytics,2024-06-16,6,Enterprise
FU005176,USR0329,Reporting & Analytics,2024-06-24,15,Enterprise
FU005177,USR0329,Integrations,2024-06-15,9,Enterprise
FU005178,USR0329,Integrations,2024-06-19,3,Enterprise
FU005179,USR0329,Integrations,2024-06-17,13,Enterprise
FU005180,USR0329,Integrations,2024-06-24,3,Enterprise
FU005181,USR0329,Integrations,2024-06-29,2,Enterprise
FU005182,USR0329,Calendar View,2024-06-18,6,Enterprise
FU005183,USR0329,Calendar View,2024-06-24,11,Enterprise
FU005184,USR0329,Calendar View,2024-06-19,5,Enterprise
FU005185,USR0329,Calendar View,2024-06-18,1,Enterprise
FU005186,USR0329,Calendar View,2024-06-20,7,Enterprise
FU005187,USR0329,Kanban Board,2024-06-26,13,Enterprise
FU005188,USR0329,Kanban Board,2024-06-22,8,Enterprise
FU005189,USR0329,Kanban Board,2024-06-24,5,Enterprise
FU005190,USR0330,Task Management,2024-05-03,7,Growth
FU005191,USR0330,Team Chat,2024-06-01,1,Growth
FU005192,USR0330,Team Chat,2024-05-14,15,Growth
FU005193,USR0330,File Sharing,2024-05-16,12,Growth
FU005194,USR0330,File Sharing,2024-04-28,1,Growth
FU005195,USR0330,File Sharing,2024-05-30,7,Growth
FU005196,USR0330,File Sharing,2024-04-16,9,Growth
FU005197,USR0330,File Sharing,2024-06-05,9,Growth
FU005198,USR0330,Time Tracking,2024-05-02,8,Growth
FU005199,USR0330,Reporting & Analytics,2024-06-15,1,Growth
FU005200,USR0330,Reporting & Analytics,2024-05-26,7,Growth
FU005201,USR0330,Reporting & Analytics,2024-06-08,8,Growth
FU005202,USR0330,Kanban Board,2024-06-12,6,Growth
FU005203,USR0331,Task Management,2024-05-30,1,Starter
FU005204,USR0331,Task Management,2024-05-09,12,Starter
FU005205,USR0331,Task Management,2024-06-28,12,Starter
FU005206,USR0331,Task Management,2024-06-13,15,Starter
FU005207,USR0331,Team Chat,2024-04-25,9,Starter
FU005208,USR0331,Team Chat,2024-06-17,9,Starter
FU005209,USR0331,Team Chat,2024-05-14,4,Starter
FU005210,USR0331,Team Chat,2024-06-29,13,Starter
FU005211,USR0331,Team Chat,2024-04-21,1,Starter
FU005212,USR0331,File Sharing,2024-06-05,14,Starter
FU005213,USR0331,Time Tracking,2024-06-28,1,Starter
FU005214,USR0331,Time Tracking,2024-05-04,6,Starter
FU005215,USR0331,Kanban Board,2024-05-15,3,Starter
FU005216,USR0331,Kanban Board,2024-06-19,6,Starter
FU005217,USR0332,Task Management,2024-04-21,12,Enterprise
FU005218,USR0332,Task Management,2024-04-16,7,Enterprise
FU005219,USR0332,Task Management,2024-06-21,7,Enterprise
FU005220,USR0332,Task Management,2024-03-30,15,Enterprise
FU005221,USR0332,Task Management,2024-03-20,6,Enterprise
FU005222,USR0332,Team Chat,2024-06-20,13,Enterprise
FU005223,USR0332,Team Chat,2024-02-27,5,Enterprise
FU005224,USR0332,Team Chat,2024-06-25,3,Enterprise
FU005225,USR0332,File Sharing,2024-05-16,15,Enterprise
FU005226,USR0332,File Sharing,2024-04-21,1,Enterprise
FU005227,USR0332,Time Tracking,2024-06-08,11,Enterprise
FU005228,USR0332,Time Tracking,2024-03-27,8,Enterprise
FU005229,USR0332,Time Tracking,2024-06-01,5,Enterprise
FU005230,USR0332,Time Tracking,2024-06-13,12,Enterprise
FU005231,USR0332,Time Tracking,2024-05-14,2,Enterprise
FU005232,USR0332,Reporting & Analytics,2024-05-12,9,Enterprise
FU005233,USR0332,Reporting & Analytics,2024-04-21,7,Enterprise
FU005234,USR0332,Reporting & Analytics,2024-03-11,9,Enterprise
FU005235,USR0332,Integrations,2024-04-16,4,Enterprise
FU005236,USR0332,Integrations,2024-04-27,13,Enterprise
FU005237,USR0332,Integrations,2024-04-03,6,Enterprise
FU005238,USR0332,Integrations,2024-06-11,6,Enterprise
FU005239,USR0332,Calendar View,2024-06-03,10,Enterprise
FU005240,USR0332,Calendar View,2024-04-06,13,Enterprise
FU005241,USR0332,Kanban Board,2024-03-07,8,Enterprise
FU005242,USR0332,Kanban Board,2024-03-15,12,Enterprise
FU005243,USR0332,Kanban Board,2024-05-29,14,Enterprise
FU005244,USR0333,Task Management,2024-06-19,7,Growth
FU005245,USR0333,Task Management,2024-06-08,10,Growth
FU005246,USR0333,Task Management,2024-06-21,15,Growth
FU005247,USR0333,Team Chat,2024-06-11,11,Growth
FU005248,USR0333,Team Chat,2024-06-20,4,Growth
FU005249,USR0333,Team Chat,2024-06-21,3,Growth
FU005250,USR0333,Team Chat,2024-06-20,12,Growth
FU005251,USR0333,Team Chat,2024-06-22,2,Growth
FU005252,USR0333,File Sharing,2024-06-23,10,Growth
FU005253,USR0333,File Sharing,2024-06-14,10,Growth
FU005254,USR0333,File Sharing,2024-06-11,10,Growth
FU005255,USR0333,Time Tracking,2024-06-15,11,Growth
FU005256,USR0333,Reporting & Analytics,2024-06-12,15,Growth
FU005257,USR0333,Reporting & Analytics,2024-06-20,15,Growth
FU005258,USR0333,Reporting & Analytics,2024-06-20,2,Growth
FU005259,USR0333,Reporting & Analytics,2024-06-13,2,Growth
FU005260,USR0333,Reporting & Analytics,2024-06-29,1,Growth
FU005261,USR0333,Calendar View,2024-06-07,9,Growth
FU005262,USR0333,Calendar View,2024-06-25,12,Growth
FU005263,USR0333,Kanban Board,2024-06-27,10,Growth
FU005264,USR0333,Kanban Board,2024-06-07,1,Growth
FU005265,USR0333,Kanban Board,2024-06-15,13,Growth
FU005266,USR0333,Kanban Board,2024-06-20,6,Growth
FU005267,USR0333,Kanban Board,2024-06-17,2,Growth
FU005268,USR0334,Task Management,2024-03-12,13,Enterprise
FU005269,USR0334,Task Management,2024-02-22,14,Enterprise
FU005270,USR0334,Task Management,2024-04-04,4,Enterprise
FU005271,USR0334,File Sharing,2024-06-03,11,Enterprise
FU005272,USR0334,File Sharing,2024-03-11,1,Enterprise
FU005273,USR0334,Time Tracking,2024-06-30,5,Enterprise
FU005274,USR0334,Time Tracking,2024-05-01,3,Enterprise
FU005275,USR0334,Time Tracking,2024-06-01,14,Enterprise
FU005276,USR0334,Reporting & Analytics,2024-04-12,1,Enterprise
FU005277,USR0334,Reporting & Analytics,2024-04-06,14,Enterprise
FU005278,USR0334,Reporting & Analytics,2024-04-01,2,Enterprise
FU005279,USR0334,Reporting & Analytics,2024-06-21,10,Enterprise
FU005280,USR0334,Reporting & Analytics,2024-04-06,14,Enterprise
FU005281,USR0334,Calendar View,2024-06-04,12,Enterprise
FU005282,USR0334,Calendar View,2024-04-29,12,Enterprise
FU005283,USR0334,Calendar View,2024-02-28,2,Enterprise
FU005284,USR0334,Kanban Board,2024-04-30,3,Enterprise
FU005285,USR0334,Kanban Board,2024-05-15,11,Enterprise
FU005286,USR0334,Kanban Board,2024-02-19,12,Enterprise
FU005287,USR0334,Kanban Board,2024-06-17,15,Enterprise
FU005288,USR0334,Kanban Board,2024-03-03,6,Enterprise
FU005289,USR0335,Task Management,2024-06-01,15,Growth
FU005290,USR0335,Time Tracking,2024-05-20,3,Growth
FU005291,USR0335,Time Tracking,2024-06-07,7,Growth
FU005292,USR0335,Reporting & Analytics,2024-04-17,9,Growth
FU005293,USR0335,Integrations,2024-02-29,11,Growth
FU005294,USR0335,Integrations,2024-04-10,1,Growth
FU005295,USR0335,Integrations,2024-02-18,15,Growth
FU005296,USR0335,Integrations,2024-06-17,2,Growth
FU005297,USR0336,Task Management,2024-06-28,2,Starter
FU005298,USR0336,Task Management,2024-06-19,9,Starter
FU005299,USR0336,Task Management,2024-06-29,15,Starter
FU005300,USR0336,Task Management,2024-06-10,14,Starter
FU005301,USR0336,Task Management,2024-06-13,7,Starter
FU005302,USR0336,Team Chat,2024-06-10,8,Starter
FU005303,USR0336,Team Chat,2024-06-14,5,Starter
FU005304,USR0336,File Sharing,2024-06-10,14,Starter
FU005305,USR0336,Calendar View,2024-06-09,11,Starter
FU005306,USR0336,Calendar View,2024-06-17,4,Starter
FU005307,USR0336,Calendar View,2024-06-18,10,Starter
FU005308,USR0337,Task Management,2024-03-31,8,Starter
FU005309,USR0337,Task Management,2024-02-06,15,Starter
FU005310,USR0337,Task Management,2024-02-29,5,Starter
FU005311,USR0337,Task Management,2024-03-23,15,Starter
FU005312,USR0337,Task Management,2024-04-03,5,Starter
FU005313,USR0337,Team Chat,2024-04-16,6,Starter
FU005314,USR0337,Reporting & Analytics,2024-04-26,3,Starter
FU005315,USR0337,Reporting & Analytics,2024-02-14,2,Starter
FU005316,USR0337,Calendar View,2024-03-31,13,Starter
FU005317,USR0337,Kanban Board,2024-06-06,7,Starter
FU005318,USR0338,Task Management,2024-05-31,2,Growth
FU005319,USR0338,Task Management,2024-05-18,13,Growth
FU005320,USR0338,Team Chat,2024-05-21,13,Growth
FU005321,USR0338,Team Chat,2024-06-07,7,Growth
FU005322,USR0338,File Sharing,2024-06-21,2,Growth
FU005323,USR0338,File Sharing,2024-06-10,1,Growth
FU005324,USR0338,File Sharing,2024-05-28,12,Growth
FU005325,USR0338,File Sharing,2024-06-25,2,Growth
FU005326,USR0338,File Sharing,2024-05-18,2,Growth
FU005327,USR0338,Time Tracking,2024-06-01,3,Growth
FU005328,USR0338,Time Tracking,2024-05-30,6,Growth
FU005329,USR0338,Time Tracking,2024-04-11,11,Growth
FU005330,USR0338,Time Tracking,2024-05-04,7,Growth
FU005331,USR0338,Time Tracking,2024-04-07,13,Growth
FU005332,USR0338,Reporting & Analytics,2024-05-06,8,Growth
FU005333,USR0338,Reporting & Analytics,2024-06-20,14,Growth
FU005334,USR0338,Reporting & Analytics,2024-06-26,13,Growth
FU005335,USR0338,Reporting & Analytics,2024-05-18,9,Growth
FU005336,USR0338,Reporting & Analytics,2024-04-26,6,Growth
FU005337,USR0338,Kanban Board,2024-06-28,3,Growth
FU005338,USR0338,Kanban Board,2024-05-24,9,Growth
FU005339,USR0338,Kanban Board,2024-05-25,12,Growth
FU005340,USR0339,Task Management,2024-05-17,4,Enterprise
FU005341,USR0339,Task Management,2024-06-23,11,Enterprise
FU005342,USR0339,Task Management,2024-06-15,9,Enterprise
FU005343,USR0339,Task Management,2024-05-16,11,Enterprise
FU005344,USR0339,Task Management,2024-05-08,6,Enterprise
FU005345,USR0339,Team Chat,2024-05-04,13,Enterprise
FU005346,USR0339,Team Chat,2024-06-24,5,Enterprise
FU005347,USR0339,Team Chat,2024-05-25,14,Enterprise
FU005348,USR0339,Team Chat,2024-05-23,12,Enterprise
FU005349,USR0339,Team Chat,2024-06-30,9,Enterprise
FU005350,USR0339,File Sharing,2024-05-18,5,Enterprise
FU005351,USR0339,File Sharing,2024-06-19,1,Enterprise
FU005352,USR0339,File Sharing,2024-06-23,11,Enterprise
FU005353,USR0339,File Sharing,2024-05-22,11,Enterprise
FU005354,USR0339,Time Tracking,2024-05-25,9,Enterprise
FU005355,USR0339,Reporting & Analytics,2024-06-30,7,Enterprise
FU005356,USR0339,Reporting & Analytics,2024-05-11,14,Enterprise
FU005357,USR0339,Reporting & Analytics,2024-05-19,6,Enterprise
FU005358,USR0339,Reporting & Analytics,2024-06-10,7,Enterprise
FU005359,USR0339,Integrations,2024-06-24,6,Enterprise
FU005360,USR0339,Integrations,2024-05-23,6,Enterprise
FU005361,USR0339,Integrations,2024-05-17,14,Enterprise
FU005362,USR0339,Calendar View,2024-05-16,7,Enterprise
FU005363,USR0339,Calendar View,2024-06-17,10,Enterprise
FU005364,USR0339,Calendar View,2024-06-21,11,Enterprise
FU005365,USR0339,Calendar View,2024-06-27,13,Enterprise
FU005366,USR0339,Kanban Board,2024-06-22,1,Enterprise
FU005367,USR0339,Kanban Board,2024-05-04,2,Enterprise
FU005368,USR0339,Kanban Board,2024-06-21,4,Enterprise
FU005369,USR0339,Kanban Board,2024-05-15,4,Enterprise
FU005370,USR0340,Task Management,2024-03-28,3,Trial
FU005371,USR0340,Team Chat,2024-05-05,3,Trial
FU005372,USR0340,Team Chat,2024-05-04,15,Trial
FU005373,USR0340,Team Chat,2024-04-19,4,Trial
FU005374,USR0340,Team Chat,2024-01-19,5,Trial
FU005375,USR0340,Calendar View,2024-03-23,3,Trial
FU005376,USR0340,Calendar View,2024-05-02,9,Trial
FU005377,USR0340,Calendar View,2024-04-08,2,Trial
FU005378,USR0340,Calendar View,2024-06-30,1,Trial
FU005379,USR0340,Kanban Board,2024-03-11,10,Trial
FU005380,USR0340,Kanban Board,2024-04-28,3,Trial
FU005381,USR0341,Task Management,2024-04-15,6,Starter
FU005382,USR0341,Task Management,2024-05-28,11,Starter
FU005383,USR0341,Task Management,2024-04-30,2,Starter
FU005384,USR0341,Task Management,2024-05-05,8,Starter
FU005385,USR0341,Task Management,2024-06-14,2,Starter
FU005386,USR0341,Team Chat,2024-06-21,11,Starter
FU005387,USR0341,Team Chat,2024-06-09,8,Starter
FU005388,USR0341,Team Chat,2024-05-19,14,Starter
FU005389,USR0341,Team Chat,2024-05-18,14,Starter
FU005390,USR0341,Team Chat,2024-04-18,9,Starter
FU005391,USR0341,File Sharing,2024-04-10,5,Starter
FU005392,USR0341,File Sharing,2024-05-28,11,Starter
FU005393,USR0341,File Sharing,2024-05-09,3,Starter
FU005394,USR0341,File Sharing,2024-06-22,2,Starter
FU005395,USR0341,Time Tracking,2024-04-20,11,Starter
FU005396,USR0341,Time Tracking,2024-05-31,6,Starter
FU005397,USR0341,Time Tracking,2024-05-19,8,Starter
FU005398,USR0341,Time Tracking,2024-05-22,2,Starter
FU005399,USR0341,Integrations,2024-04-13,8,Starter
FU005400,USR0341,Calendar View,2024-05-13,6,Starter
FU005401,USR0341,Kanban Board,2024-06-02,13,Starter
FU005402,USR0341,Kanban Board,2024-05-31,7,Starter
FU005403,USR0341,Kanban Board,2024-05-24,11,Starter
FU005404,USR0342,Task Management,2024-06-26,11,Growth
FU005405,USR0342,Task Management,2024-06-27,6,Growth
FU005406,USR0342,File Sharing,2024-06-28,2,Growth
FU005407,USR0342,File Sharing,2024-06-28,3,Growth
FU005408,USR0342,File Sharing,2024-06-26,7,Growth
FU005409,USR0342,File Sharing,2024-06-28,10,Growth
FU005410,USR0342,Integrations,2024-06-27,5,Growth
FU005411,USR0342,Integrations,2024-06-27,5,Growth
FU005412,USR0342,Integrations,2024-06-27,2,Growth
FU005413,USR0342,Integrations,2024-06-30,3,Growth
FU005414,USR0342,Integrations,2024-06-28,7,Growth
FU005415,USR0342,Calendar View,2024-06-24,7,Growth
FU005416,USR0342,Calendar View,2024-06-30,8,Growth
FU005417,USR0342,Calendar View,2024-06-27,15,Growth
FU005418,USR0342,Calendar View,2024-06-29,5,Growth
FU005419,USR0342,Kanban Board,2024-06-25,12,Growth
FU005420,USR0343,Task Management,2024-03-30,9,Starter
FU005421,USR0343,Task Management,2024-06-17,7,Starter
FU005422,USR0343,Team Chat,2024-06-19,1,Starter
FU005423,USR0343,Team Chat,2024-06-27,8,Starter
FU005424,USR0343,File Sharing,2024-05-29,7,Starter
FU005425,USR0344,Task Management,2024-05-26,15,Trial
FU005426,USR0344,Task Management,2024-06-04,11,Trial
FU005427,USR0344,Task Management,2024-06-02,3,Trial
FU005428,USR0344,Task Management,2024-05-28,5,Trial
FU005429,USR0344,Task Management,2024-06-11,7,Trial
FU005430,USR0344,Calendar View,2024-06-04,6,Trial
FU005431,USR0344,Kanban Board,2024-06-04,12,Trial
FU005432,USR0344,Kanban Board,2024-06-07,2,Trial
FU005433,USR0345,Task Management,2024-04-14,3,Growth
FU005434,USR0345,Task Management,2024-06-16,8,Growth
FU005435,USR0345,Task Management,2024-05-16,10,Growth
FU005436,USR0345,Task Management,2024-04-02,8,Growth
FU005437,USR0345,File Sharing,2024-06-17,2,Growth
FU005438,USR0345,File Sharing,2024-05-01,6,Growth
FU005439,USR0345,File Sharing,2024-04-09,14,Growth
FU005440,USR0345,Reporting & Analytics,2024-05-02,14,Growth
FU005441,USR0345,Integrations,2024-04-27,7,Growth
FU005442,USR0345,Integrations,2024-05-14,14,Growth
FU005443,USR0345,Integrations,2024-05-11,8,Growth
FU005444,USR0345,Integrations,2024-03-15,13,Growth
FU005445,USR0345,Calendar View,2024-04-26,10,Growth
FU005446,USR0345,Calendar View,2024-03-07,14,Growth
FU005447,USR0345,Calendar View,2024-04-09,7,Growth
FU005448,USR0345,Calendar View,2024-04-27,15,Growth
FU005449,USR0345,Calendar View,2024-03-23,10,Growth
FU005450,USR0345,Kanban Board,2024-05-08,8,Growth
FU005451,USR0345,Kanban Board,2024-06-02,6,Growth
FU005452,USR0345,Kanban Board,2024-06-07,6,Growth
FU005453,USR0345,Kanban Board,2024-03-03,6,Growth
FU005454,USR0346,Task Management,2024-06-28,9,Starter
FU005455,USR0346,Task Management,2024-06-29,14,Starter
FU005456,USR0346,Task Management,2024-06-25,10,Starter
FU005457,USR0346,Task Management,2024-06-29,2,Starter
FU005458,USR0346,Team Chat,2024-06-23,7,Starter
FU005459,USR0346,Kanban Board,2024-06-24,3,Starter
FU005460,USR0346,Kanban Board,2024-06-25,3,Starter
FU005461,USR0346,Kanban Board,2024-06-28,13,Starter
FU005462,USR0346,Kanban Board,2024-06-30,1,Starter
FU005463,USR0346,Kanban Board,2024-06-25,11,Starter
FU005464,USR0347,Task Management,2024-06-02,11,Growth
FU005465,USR0347,Task Management,2024-06-23,4,Growth
FU005466,USR0347,Team Chat,2024-05-31,5,Growth
FU005467,USR0347,Team Chat,2024-06-25,10,Growth
FU005468,USR0347,Team Chat,2024-06-05,13,Growth
FU005469,USR0347,Team Chat,2024-05-18,12,Growth
FU005470,USR0347,Team Chat,2024-06-27,3,Growth
FU005471,USR0347,Time Tracking,2024-05-30,6,Growth
FU005472,USR0347,Time Tracking,2024-06-08,5,Growth
FU005473,USR0347,Calendar View,2024-05-16,7,Growth
FU005474,USR0347,Calendar View,2024-05-14,10,Growth
FU005475,USR0347,Calendar View,2024-05-14,2,Growth
FU005476,USR0348,Task Management,2024-03-11,5,Starter
FU005477,USR0348,Task Management,2024-06-03,9,Starter
FU005478,USR0348,File Sharing,2024-01-25,12,Starter
FU005479,USR0348,File Sharing,2024-02-06,12,Starter
FU005480,USR0348,File Sharing,2024-02-01,7,Starter
FU005481,USR0348,File Sharing,2024-03-08,2,Starter
FU005482,USR0348,Time Tracking,2024-03-06,7,Starter
FU005483,USR0348,Time Tracking,2024-01-10,9,Starter
FU005484,USR0348,Time Tracking,2024-04-21,2,Starter
FU005485,USR0348,Time Tracking,2024-01-12,13,Starter
FU005486,USR0348,Kanban Board,2024-03-15,2,Starter
FU005487,USR0348,Kanban Board,2024-03-27,13,Starter
FU005488,USR0348,Kanban Board,2024-03-21,1,Starter
FU005489,USR0349,Task Management,2024-06-24,15,Starter
